,Instrument,EXPIR_DATE,PUTCALLIND,STRIKE_PRC,BIDSIZE,BID,ASK,ASKSIZE,TRDPRC_1,HST_CLOSE,HSTCLSDATE,ACVOL_UNS,OPINT_1,OPINTNC,MID_IV,DELTA,GAMMA,THETA,VEGA,RHO
2359,SPXp172666950.U,2026-04-17,PUT ,6695,40,95.6,96.6,104,,101.4,2026-01-26,,49,0,17.0157,-0.2708,0.0006,-0.9403,10.8172,-4.3701
2360,SPXd172667000.U,2026-04-17,CALL,6700,7,410.4,412.6,3,,397.45,2026-01-26,,1827,-10,17.8365,0.7181,0.0006,-1.6859,11.0327,10.115
2361,SPXp172667000.U,2026-04-17,PUT ,6700,64,96.5,97.4,70,,102.35,2026-01-26,,10781,32,16.9572,-0.2733,0.0006,-0.9398,10.8668,-4.4104
2362,SPXd172667050.U,2026-04-17,CALL,6705,3,406.0,408.8,3,,393.4,2026-01-26,,7,0,17.7742,0.7156,0.0006,-1.6853,11.0783,10.0866
2363,SPXp172667050.U,2026-04-17,PUT ,6705,142,97.2,98.3,69,,103.25,2026-01-26,,17,0,16.8933,-0.2758,0.0006,-0.9387,10.9152,-4.4502
2364,SPXd172667100.U,2026-04-17,CALL,6710,3,402.0,404.8,3,,389.4,2026-01-26,,24,0,17.7201,0.7131,0.0006,-1.6854,11.1253,10.0565
2365,SPXp172667100.U,2026-04-17,PUT ,6710,140,98.1,99.2,53,,104.25,2026-01-26,,560,0,16.8422,-0.2784,0.0006,-0.9386,10.966,-4.4926
2366,SPXd172667150.U,2026-04-17,CALL,6715,3,397.9,400.7,3,,385.4,2026-01-26,,8,0,17.6561,0.7106,0.0006,-1.6846,11.1703,10.0276
2367,SPXp172667150.U,2026-04-17,PUT ,6715,49,99.2,100.2,100,,105.2,2026-01-26,,71,0,16.7947,-0.2811,0.0006,-0.9387,11.0173,-4.5362
2368,SPXd172667200.U,2026-04-17,CALL,6720,3,393.9,396.7,3,,381.5,2026-01-26,,14,0,17.6001,0.708,0.0006,-1.6844,11.2166,9.997
2369,SPXp172667200.U,2026-04-17,PUT ,6720,54,100.1,101.1,100,,106.15,2026-01-26,,414,-2,16.7372,-0.2837,0.0006,-0.938,11.0665,-4.5783
2370,SPXd172667250.U,2026-04-17,CALL,6725,3,389.9,392.7,3,,377.5,2026-01-26,,412,0,17.5433,0.7055,0.0006,-1.684,11.2626,9.9662
2371,SPXp172667250.U,2026-04-17,PUT ,6725,37,101.1,102.0,69,,107.2,2026-01-26,,1201,0,16.6832,-0.2864,0.0006,-0.9374,11.1161,-4.6215
2372,SPXd172667300.U,2026-04-17,CALL,6730,3,385.9,388.7,3,,373.5,2026-01-26,,4,0,17.4855,0.7029,0.0006,-1.6835,11.3081,9.9351
2373,SPXp172667300.U,2026-04-17,PUT ,6730,31,102.0,103.0,101,,108.15,2026-01-26,,86,0,16.6282,-0.2891,0.0006,-0.9367,11.1655,-4.665
2374,SPXd172667350.U,2026-04-17,CALL,6735,3,381.9,384.7,3,,369.6,2026-01-26,,14,0,17.4268,0.7002,0.0006,-1.6828,11.3534,9.9037
2375,SPXp172667350.U,2026-04-17,PUT ,6735,108,102.8,103.9,65,,109.2,2026-01-26,,108,0,16.5634,-0.2917,0.0006,-0.9351,11.2128,-4.7072
2376,SPXd172667400.U,2026-04-17,CALL,6740,3,377.9,380.7,3,,365.7,2026-01-26,,285,0,17.3672,0.6976,0.0006,-1.682,11.3983,9.8721
2377,SPXp172667400.U,2026-04-17,PUT ,6740,66,103.9,104.9,88,,110.15,2026-01-26,,911,64,16.5154,-0.2946,0.0006,-0.9348,11.263,-4.7528
2378,SPXd172667450.U,2026-04-17,CALL,6745,3,373.9,376.7,3,,361.7,2026-01-26,,0,0,17.3067,0.6949,0.0006,-1.681,11.4428,9.8401
2379,SPXp172667450.U,2026-04-17,PUT ,6745,29,104.9,105.9,100,,111.25,2026-01-26,,22,0,16.4619,-0.2974,0.0006,-0.934,11.3119,-4.7979
2380,SPXd172667500.U,2026-04-17,CALL,6750,7,370.3,372.4,3,,357.8,2026-01-26,,1927,1,17.2496,0.6922,0.0006,-1.6802,11.4876,9.8073
2381,SPXp172667500.U,2026-04-17,PUT ,6750,56,105.9,106.8,64,,112.25,2026-01-26,,5516,2,16.4031,-0.3001,0.0006,-0.9327,11.3596,-4.8425
2382,SPXd172667550.U,2026-04-17,CALL,6755,3,366.0,368.7,3,,353.9,2026-01-26,,13,0,17.1873,0.6895,0.0006,-1.679,11.5314,9.7748
2383,SPXp172667550.U,2026-04-17,PUT ,6755,42,106.9,107.9,92,,113.35,2026-01-26,,951,0,16.3521,-0.303,0.0007,-0.9319,11.4084,-4.8889
2384,SPXd172667600.U,2026-04-17,CALL,6760,3,362.1,364.8,3,,350.0,2026-01-26,,18,0,17.1326,0.6868,0.0006,-1.6782,11.576,9.7407
2385,SPXp172667600.U,2026-04-17,PUT ,6760,33,107.9,108.9,81,,114.35,2026-01-26,,677,0,16.2956,-0.3058,0.0007,-0.9306,11.456,-4.9349
2386,SPXd172667650.U,2026-04-17,CALL,6765,3,358.2,360.8,3,,346.1,2026-01-26,,2,0,17.0727,0.684,0.0006,-1.677,11.6197,9.7069
2387,SPXp172667650.U,2026-04-17,PUT ,6765,35,108.9,109.9,56,,115.45,2026-01-26,,14,1,16.2382,-0.3087,0.0007,-0.9292,11.5032,-4.9811
2388,SPXd172667700.U,2026-04-17,CALL,6770,3,354.2,356.9,3,,342.3,2026-01-26,,298,0,17.0118,0.6812,0.0006,-1.6756,11.6629,9.6729
2389,SPXp172667700.U,2026-04-17,PUT ,6770,83,109.8,110.9,59,,116.55,2026-01-26,,644,-7,16.1754,-0.3116,0.0007,-0.9272,11.5493,-5.027
2390,SPXd172667750.U,2026-04-17,CALL,6775,3,350.3,353.0,3,,338.4,2026-01-26,,30,0,16.9542,0.6784,0.0006,-1.6744,11.7062,9.6379
2391,SPXp172667750.U,2026-04-17,PUT ,6775,29,111.0,112.0,81,,117.65,2026-01-26,,162,0,16.1289,-0.3146,0.0007,-0.9264,11.5975,-5.076
2392,SPXd172667800.U,2026-04-17,CALL,6780,3,346.5,349.1,3,,334.6,2026-01-26,,347,0,16.8999,0.6755,0.0007,-1.6733,11.7495,9.602
2393,SPXp172667800.U,2026-04-17,PUT ,6780,77,111.9,113.0,59,,118.75,2026-01-26,,535,0,16.0641,-0.3175,0.0007,-0.9241,11.6427,-5.1225
2394,SPXd172667850.U,2026-04-17,CALL,6785,3,342.6,345.2,3,,330.8,2026-01-26,,18,0,16.8403,0.6726,0.0007,-1.6718,11.7919,9.5665
2395,SPXp172667850.U,2026-04-17,PUT ,6785,53,113.1,114.1,53,,119.85,2026-01-26,,32,0,16.0154,-0.3205,0.0007,-0.923,11.6898,-5.1721
2396,SPXd172667900.U,2026-04-17,CALL,6790,3,338.7,341.3,3,,326.9,2026-01-26,,55,0,16.7797,0.6697,0.0007,-1.6701,11.8339,9.5306
2397,SPXp172667900.U,2026-04-17,PUT ,6790,32,114.2,115.2,53,,121.05,2026-01-26,,384,2,15.9613,-0.3236,0.0007,-0.9214,11.7358,-5.2212
2398,SPXd172667950.U,2026-04-17,CALL,6795,3,334.9,337.4,3,,323.1,2026-01-26,,12,0,16.7223,0.6668,0.0007,-1.6685,11.8758,9.4938
2399,SPXp172667950.U,2026-04-17,PUT ,6795,32,115.3,116.3,53,,122.15,2026-01-26,,24,0,15.9062,-0.3267,0.0007,-0.9196,11.7812,-5.2708
2400,SPXd172668000.U,2026-04-17,CALL,6800,7,331.4,333.3,3,,319.4,2026-01-26,,3321,0,16.6681,0.6638,0.0007,-1.6671,11.9177,9.4561
2401,SPXp172668000.U,2026-04-17,PUT ,6800,52,116.4,117.3,51,,123.5,2026-01-26,,11346,49,15.8458,-0.3297,0.0007,-0.9172,11.8256,-5.32
2402,SPXd172668050.U,2026-04-17,CALL,6805,3,327.2,329.7,3,,315.6,2026-01-26,,11,0,16.6045,0.6608,0.0007,-1.6649,11.9582,9.4193
2403,SPXp172668050.U,2026-04-17,PUT ,6805,46,117.5,118.5,44,,124.55,2026-01-26,,22,0,15.7927,-0.3329,0.0007,-0.9154,11.8704,-5.3708
2404,SPXd172668100.U,2026-04-17,CALL,6810,3,323.4,325.9,3,,311.8,2026-01-26,,92,0,16.5482,0.6578,0.0007,-1.6631,11.999,9.381
2405,SPXp172668100.U,2026-04-17,PUT ,6810,59,118.6,119.6,54,,125.75,2026-01-26,,122,0,15.7343,-0.336,0.0007,-0.9131,11.9142,-5.4213
2406,SPXd172668150.U,2026-04-17,CALL,6815,3,319.6,322.1,3,,308.1,2026-01-26,,28,0,16.4909,0.6547,0.0007,-1.6612,12.0392,9.3423
2407,SPXp172668150.U,2026-04-17,PUT ,6815,58,119.7,120.8,51,,126.95,2026-01-26,,252,-1,15.6791,-0.3392,0.0007,-0.9108,11.9578,-5.4728
2408,SPXd172668200.U,2026-04-17,CALL,6820,3,315.8,318.3,3,,304.3,2026-01-26,,17,0,16.4324,0.6516,0.0007,-1.6591,12.0789,9.3034
2409,SPXp172668200.U,2026-04-17,PUT ,6820,57,120.9,121.9,42,,128.15,2026-01-26,,494,0,15.6227,-0.3424,0.0007,-0.9084,12.0009,-5.5246
2410,SPXd172668250.U,2026-04-17,CALL,6825,3,312.1,314.5,3,,300.6,2026-01-26,,148,-1,16.3771,0.6485,0.0007,-1.6571,12.1184,9.2635
2411,SPXp172668250.U,2026-04-17,PUT ,6825,54,122.1,123.1,56,,129.35,2026-01-26,,2194,-35,15.5693,-0.3457,0.0007,-0.9062,12.0437,-5.5774
2412,SPXd172668300.U,2026-04-17,CALL,6830,3,308.3,310.8,3,,297.05,2026-01-26,,43,0,16.3206,0.6453,0.0007,-1.6549,12.1572,9.2234
2413,SPXp172668300.U,2026-04-17,PUT ,6830,61,123.2,124.3,60,,130.6,2026-01-26,,1320,512,15.5106,-0.3489,0.0007,-0.9034,12.0855,-5.63
2414,SPXd172668350.U,2026-04-17,CALL,6835,3,304.6,307.0,3,,293.35,2026-01-26,,7,0,16.263,0.6421,0.0007,-1.6526,12.1955,9.1828
2415,SPXp172668350.U,2026-04-17,PUT ,6835,53,124.4,125.5,51,,131.8,2026-01-26,,34,0,15.4591,-0.3523,0.0007,-0.9011,12.1274,-5.6841
2416,SPXd172668400.U,2026-04-17,CALL,6840,3,300.8,303.3,3,,289.65,2026-01-26,,209,0,16.2043,0.6389,0.0007,-1.6501,12.2331,9.142
2417,SPXp172668400.U,2026-04-17,PUT ,6840,42,125.7,126.7,51,,133.15,2026-01-26,,391,0,15.4022,-0.3556,0.0007,-0.8982,12.1682,-5.7379
2418,SPXd172668450.U,2026-04-17,CALL,6845,13,298.0,299.4,13,,286.05,2026-01-26,,9,0,16.1772,0.6355,0.0007,-1.6499,12.2724,9.0968
2419,SPXp172668450.U,2026-04-17,PUT ,6845,55,126.9,127.9,40,,134.45,2026-01-26,,42,0,15.3442,-0.359,0.0007,-0.8952,12.2084,-5.7922
2420,SPXd172668500.U,2026-04-17,CALL,6850,15,294.3,295.5,10,,282.35,2026-01-26,,1586,0,16.1121,0.6323,0.0007,-1.6466,12.3084,9.0558
2421,SPXp172668500.U,2026-04-17,PUT ,6850,40,128.2,129.2,55,,135.75,2026-01-26,,2871,329,15.2932,-0.3624,0.0008,-0.8925,12.2485,-5.8479
2422,SPXd172668550.U,2026-04-17,CALL,6855,13,290.6,292.0,13,,278.75,2026-01-26,,28,0,16.0621,0.629,0.0007,-1.6444,12.3448,9.0124
2423,SPXp172668550.U,2026-04-17,PUT ,6855,54,129.4,130.4,39,,137.1,2026-01-26,,40,0,15.2369,-0.3658,0.0008,-0.8894,12.2875,-5.9034
2424,SPXd172668600.U,2026-04-17,CALL,6860,13,286.9,288.3,13,,275.15,2026-01-26,,102,0,16.0029,0.6256,0.0007,-1.6414,12.3799,8.9697
2425,SPXp172668600.U,2026-04-17,PUT ,6860,51,130.7,131.7,38,,138.4,2026-01-26,,222,0,15.1794,-0.3693,0.0008,-0.886,12.3258,-5.9594
2426,SPXd172668650.U,2026-04-17,CALL,6865,14,283.3,284.7,11,,271.55,2026-01-26,,11,0,15.9466,0.6223,0.0007,-1.6385,12.4146,8.9262
2427,SPXp172668650.U,2026-04-17,PUT ,6865,37,132.0,133.0,38,,139.8,2026-01-26,,98,0,15.1247,-0.3728,0.0008,-0.8828,12.3635,-6.0162
2428,SPXd172668700.U,2026-04-17,CALL,6870,14,279.6,281.0,14,,267.95,2026-01-26,,88,0,15.8891,0.6189,0.0007,-1.6354,12.4485,8.8823
2429,SPXp172668700.U,2026-04-17,PUT ,6870,37,133.3,134.3,38,,141.15,2026-01-26,,134,-2,15.0688,-0.3763,0.0008,-0.8793,12.4005,-6.0734
2430,SPXd172668750.U,2026-04-17,CALL,6875,18,276.0,277.4,17,,264.45,2026-01-26,,821,0,15.8304,0.6155,0.0007,-1.6321,12.4817,8.838
2431,SPXp172668750.U,2026-04-17,PUT ,6875,68,134.6,135.6,42,,142.55,2026-01-26,,1370,-17,15.0116,-0.3799,0.0008,-0.8756,12.4367,-6.131
2432,SPXd172668800.U,2026-04-17,CALL,6880,14,272.4,273.8,11,,260.85,2026-01-26,,157,0,15.7745,0.612,0.0007,-1.6289,12.5143,8.793
2433,SPXp172668800.U,2026-04-17,PUT ,6880,51,135.9,137.0,41,,143.95,2026-01-26,,57,0,14.9612,-0.3836,0.0008,-0.8724,12.4725,-6.19
2434,SPXd172668850.U,2026-04-17,CALL,6885,16,268.8,270.2,12,,257.35,2026-01-26,,7,0,15.7174,0.6085,0.0007,-1.6255,12.5462,8.7475
2435,SPXp172668850.U,2026-04-17,PUT ,6885,37,137.3,138.3,38,,145.4,2026-01-26,,53,0,14.9015,-0.3872,0.0008,-0.8682,12.5069,-6.2485
2436,SPXd172668900.U,2026-04-17,CALL,6890,16,265.2,266.6,16,,253.85,2026-01-26,,57,0,15.663,0.605,0.0008,-1.6222,12.5774,8.7013
2437,SPXp172668900.U,2026-04-17,PUT ,6890,36,138.7,139.7,36,,146.8,2026-01-26,,232,0,14.8486,-0.3909,0.0008,-0.8645,12.5409,-6.3082
2438,SPXd172668950.U,2026-04-17,CALL,6895,16,261.6,263.0,16,,250.35,2026-01-26,,16,0,15.6035,0.6015,0.0008,-1.6183,12.6075,8.655
2439,SPXp172668950.U,2026-04-17,PUT ,6895,51,140.0,141.1,35,,148.3,2026-01-26,,50,2,14.7943,-0.3946,0.0008,-0.8605,12.574,-6.3684
2440,SPXd172669000.U,2026-04-17,CALL,6900,20,258.0,259.3,12,,246.85,2026-01-26,,3776,-1,15.5387,0.598,0.0008,-1.6139,12.6367,8.6088
2441,SPXp172669000.U,2026-04-17,PUT ,6900,34,141.5,142.5,49,,149.85,2026-01-26,,4664,130,14.7387,-0.3983,0.0008,-0.8564,12.6061,-6.429
2442,SPXd172669050.U,2026-04-17,CALL,6905,16,254.5,255.9,16,,243.35,2026-01-26,,14,0,15.4885,0.5943,0.0008,-1.6105,12.6656,8.5606
2443,SPXp172669050.U,2026-04-17,PUT ,6905,33,142.9,143.9,35,,151.3,2026-01-26,,47,3,14.6818,-0.4021,0.0008,-0.8519,12.6373,-6.49
2444,SPXd172669100.U,2026-04-17,CALL,6910,16,251.0,252.4,16,,239.95,2026-01-26,,50,0,15.4331,0.5907,0.0008,-1.6066,12.6935,8.5124
2445,SPXp172669100.U,2026-04-17,PUT ,6910,21,144.3,145.3,34,,152.8,2026-01-26,,787,75,14.6275,-0.4059,0.0008,-0.8476,12.6676,-6.5519
2446,SPXd172669150.U,2026-04-17,CALL,6915,16,247.5,248.9,16,,236.55,2026-01-26,,23,2,15.3764,0.587,0.0008,-1.6025,12.7204,8.4638
2447,SPXp172669150.U,2026-04-17,PUT ,6915,31,145.8,146.8,34,,154.3,2026-01-26,,31,1,14.5719,-0.4098,0.0008,-0.843,12.6969,-6.6142
2448,SPXd172669200.U,2026-04-17,CALL,6920,16,244.0,245.4,16,,233.15,2026-01-26,,131,0,15.3184,0.5833,0.0008,-1.5981,12.7464,8.4148
2449,SPXp172669200.U,2026-04-17,PUT ,6920,31,147.3,148.3,35,,155.9,2026-01-26,,245,1,14.5188,-0.4137,0.0008,-0.8385,12.7253,-6.6773
2450,SPXd172669250.U,2026-04-17,CALL,6925,20,240.5,241.9,20,,229.75,2026-01-26,,778,0,15.2591,0.5796,0.0008,-1.5936,12.7714,8.3654
2451,SPXp172669250.U,2026-04-17,PUT ,6925,34,148.8,149.8,37,,157.45,2026-01-26,,1568,-1,14.4644,-0.4176,0.0008,-0.8337,12.7526,-6.7409
2452,SPXd172669300.U,2026-04-17,CALL,6930,16,237.1,238.5,16,,226.4,2026-01-26,,21,0,15.2064,0.5758,0.0008,-1.5893,12.7956,8.3149
2453,SPXp172669300.U,2026-04-17,PUT ,6930,34,150.3,151.3,34,,159.05,2026-01-26,,37,0,14.4085,-0.4215,0.0008,-0.8287,12.7788,-6.8049
2454,SPXd172669350.U,2026-04-17,CALL,6935,16,233.7,235.1,16,,223.05,2026-01-26,,12,0,15.1483,0.572,0.0008,-1.5846,12.8186,8.2643
2455,SPXp172669350.U,2026-04-17,PUT ,6935,22,151.8,152.8,33,,160.65,2026-01-26,,24,-4,14.3512,-0.4255,0.0008,-0.8234,12.8039,-6.8693
2456,SPXd172669400.U,2026-04-17,CALL,6940,17,230.3,231.7,17,,219.75,2026-01-26,,54,0,15.0928,0.5682,0.0008,-1.5799,12.8407,8.213
2457,SPXp172669400.U,2026-04-17,PUT ,6940,24,153.4,154.4,35,,162.3,2026-01-26,,109,27,14.3004,-0.4296,0.0008,-0.8185,12.828,-6.9349
2458,SPXd172669450.U,2026-04-17,CALL,6945,17,226.9,228.3,17,,216.45,2026-01-26,,16,0,15.0399,0.5643,0.0008,-1.5752,12.8618,8.161
2459,SPXp172669450.U,2026-04-17,PUT ,6945,26,155.0,155.9,29,,163.95,2026-01-26,,58,25,14.2442,-0.4336,0.0008,-0.813,12.8508,-7.0006
2460,SPXd172669500.U,2026-04-17,CALL,6950,24,223.6,224.8,22,,213.15,2026-01-26,,3158,4,14.9816,0.5604,0.0008,-1.57,12.8818,8.1088
2461,SPXp172669500.U,2026-04-17,PUT ,6950,30,156.6,157.5,29,,165.65,2026-01-26,,7087,212,14.1904,-0.4377,0.0009,-0.8076,12.8725,-7.0671
2462,SPXd172669550.U,2026-04-17,CALL,6955,20,220.3,221.6,17,,209.9,2026-01-26,,8,0,14.9336,0.5565,0.0008,-1.5655,12.9007,8.0555
2463,SPXp172669550.U,2026-04-17,PUT ,6955,23,158.1,159.1,29,,167.3,2026-01-26,,14,1,14.1312,-0.4418,0.0009,-0.8016,12.8929,-7.1338
2464,SPXd172669600.U,2026-04-17,CALL,6960,20,217.0,218.3,17,,206.65,2026-01-26,,54,0,14.8803,0.5525,0.0008,-1.5604,12.9184,8.002
2465,SPXp172669600.U,2026-04-17,PUT ,6960,27,159.8,160.8,33,,169.05,2026-01-26,,633,0,14.0823,-0.446,0.0009,-0.7962,12.9122,-7.2017
2466,SPXd172669650.U,2026-04-17,CALL,6965,20,213.7,215.0,17,,203.45,2026-01-26,,116,9,14.8256,0.5486,0.0008,-1.5551,12.935,7.9481
2467,SPXp172669650.U,2026-04-17,PUT ,6965,20,161.4,162.4,29,,170.75,2026-01-26,,173,0,14.0279,-0.4502,0.0009,-0.7903,12.9301,-7.2698
2468,SPXd172669700.U,2026-04-17,CALL,6970,20,210.4,211.7,17,,200.25,2026-01-26,,41,8,14.7695,0.5445,0.0008,-1.5495,12.9503,7.8937
2469,SPXp172669700.U,2026-04-17,PUT ,6970,23,163.1,164.1,29,,172.55,2026-01-26,,805,0,13.9759,-0.4545,0.0009,-0.7844,12.9466,-7.3387
2470,SPXd172669750.U,2026-04-17,CALL,6975,40,207.2,208.4,19,,197.1,2026-01-26,,1419,9,14.7157,0.5405,0.0008,-1.5439,12.9644,7.8387
2471,SPXp172669750.U,2026-04-17,PUT ,6975,29,164.8,165.8,28,,174.3,2026-01-26,,728,17,13.9185,-0.4587,0.0009,-0.7779,12.9618,-7.4078
2472,SPXd172669800.U,2026-04-17,CALL,6980,19,204.0,205.2,17,,193.95,2026-01-26,,87,0,14.6644,0.5364,0.0008,-1.5384,12.9773,7.7831
2473,SPXp172669800.U,2026-04-17,PUT ,6980,31,166.5,167.5,28,,176.1,2026-01-26,,124,1,13.8634,-0.463,0.0009,-0.7714,12.9756,-7.4777
2474,SPXd172669850.U,2026-04-17,CALL,6985,20,200.8,202.0,22,,190.8,2026-01-26,,61,-3,14.6115,0.5323,0.0008,-1.5326,12.9889,7.727
2475,SPXp172669850.U,2026-04-17,PUT ,6985,25,168.3,169.3,31,,177.95,2026-01-26,,418,0,13.8144,-0.4674,0.0009,-0.7653,12.988,-7.5484
2476,SPXd172669900.U,2026-04-17,CALL,6990,20,197.6,198.8,21,,187.7,2026-01-26,,101,0,14.5572,0.5281,0.0008,-1.5265,12.9992,7.6705
2477,SPXp172669900.U,2026-04-17,PUT ,6990,30,170.0,171.0,27,,179.75,2026-01-26,,33,0,13.7562,-0.4718,0.0009,-0.7583,12.9989,-7.6193
2478,SPXd172669950.U,2026-04-17,CALL,6995,20,194.5,195.6,23,,184.65,2026-01-26,,153,0,14.5013,0.524,0.0008,-1.5202,13.0081,7.6135
2479,SPXp172669950.U,2026-04-17,PUT ,6995,27,171.8,172.8,27,,181.65,2026-01-26,,160,0,13.704,-0.4762,0.0009,-0.7516,13.0083,-7.6909
2480,SPXd172670000.U,2026-04-17,CALL,7000,41,191.3,192.3,18,,181.5,2026-01-26,,110593,47,14.4439,0.5198,0.0008,-1.5136,13.0156,7.556
2481,SPXp172670000.U,2026-04-17,PUT ,7000,18,173.7,174.6,31,,184.0,2026-01-26,,109102,21,13.6541,-0.4806,0.0009,-0.7449,13.0162,-7.7632
2482,SPXd172670050.U,2026-04-17,CALL,7005,20,188.2,189.3,17,,178.55,2026-01-26,,78,0,14.3966,0.5155,0.0008,-1.5077,13.0217,7.4978
2483,SPXp172670050.U,2026-04-17,PUT ,7005,19,175.4,176.4,27,,185.45,2026-01-26,,55,0,13.5948,-0.4851,0.0009,-0.7373,13.0225,-7.8359
2484,SPXd172670100.U,2026-04-17,CALL,7010,20,185.1,186.2,17,,175.55,2026-01-26,,79,0,14.3438,0.5113,0.0009,-1.5011,13.0264,7.4392
2485,SPXp172670100.U,2026-04-17,PUT ,7010,25,177.3,178.3,27,,187.4,2026-01-26,,42,9,13.5455,-0.4896,0.0009,-0.7303,13.0272,-7.9093
2486,SPXd172670150.U,2026-04-17,CALL,7015,31,182.0,183.2,20,,172.55,2026-01-26,,136,28,14.2933,0.507,0.0009,-1.4946,13.0296,7.3801
2487,SPXp172670150.U,2026-04-17,PUT ,7015,19,179.1,180.2,27,,189.4,2026-01-26,,168,39,13.4944,-0.4941,0.0009,-0.723,13.0302,-7.9832
2488,SPXd172670200.U,2026-04-17,CALL,7020,20,179.0,180.1,30,,169.55,2026-01-26,,219,0,14.2373,0.5027,0.0009,-1.4875,13.0313,7.3206
2489,SPXp172670200.U,2026-04-17,PUT ,7020,25,181.1,182.1,27,,191.35,2026-01-26,,174,10,13.4417,-0.4987,0.0009,-0.7155,13.0315,-8.0576
2490,SPXd172670250.U,2026-04-17,CALL,7025,47,175.9,177.1,44,,166.65,2026-01-26,,966,8,14.1874,0.4983,0.0009,-1.4807,13.0315,7.2605
2491,SPXp172670250.U,2026-04-17,PUT ,7025,30,183.0,184.0,27,,193.6,2026-01-26,,681,119,13.3873,-0.5033,0.0009,-0.7076,13.0311,-8.1326
2492,SPXd172670300.U,2026-04-17,CALL,7030,41,172.9,174.1,31,,163.75,2026-01-26,,616,0,14.136,0.4939,0.0009,-1.4736,13.0301,7.2
2493,SPXp172670300.U,2026-04-17,PUT ,7030,19,184.9,186.0,27,,195.4,2026-01-26,,447,1,13.3388,-0.508,0.0009,-0.7,13.029,-8.2081
2494,SPXd172670350.U,2026-04-17,CALL,7035,20,170.0,171.1,32,,160.85,2026-01-26,,107,0,14.0828,0.4895,0.0009,-1.4663,13.0271,7.1389
2495,SPXp172670350.U,2026-04-17,PUT ,7035,18,186.9,187.9,26,,197.5,2026-01-26,,17,0,13.281,-0.5126,0.0009,-0.6915,13.0251,-8.2843
2496,SPXd172670400.U,2026-04-17,CALL,7040,32,167.0,168.2,21,,157.95,2026-01-26,,242,0,14.0357,0.4851,0.0009,-1.4592,13.0225,7.0775
2497,SPXp172670400.U,2026-04-17,PUT ,7040,18,188.9,190.0,26,,199.6,2026-01-26,,74,0,13.2328,-0.5173,0.0009,-0.6836,13.0193,-8.3608
2498,SPXd172670450.U,2026-04-17,CALL,7045,31,164.1,165.2,17,,155.15,2026-01-26,,73,0,13.9831,0.4807,0.0009,-1.4516,13.0163,7.0155
2499,SPXp172670450.U,2026-04-17,PUT ,7045,17,190.9,192.0,19,,201.7,2026-01-26,,15,0,13.1791,-0.5221,0.0009,-0.6751,13.0116,-8.438
2500,SPXd172670500.U,2026-04-17,CALL,7050,45,161.2,162.1,30,,152.3,2026-01-26,,7568,690,13.9288,0.4762,0.0009,-1.4437,13.0083,6.9531
2501,SPXp172670500.U,2026-04-17,PUT ,7050,6,193.0,194.0,19,,203.85,2026-01-26,,225,0,13.1274,-0.5268,0.0009,-0.6666,13.0021,-8.5156
2502,SPXd172670550.U,2026-04-17,CALL,7055,31,158.3,159.5,24,,149.55,2026-01-26,,24,0,13.8843,0.4717,0.0009,-1.4364,12.9987,6.8904
2503,SPXp172670550.U,2026-04-17,PUT ,7055,17,195.1,196.1,19,,206.0,2026-01-26,,14,0,13.0777,-0.5316,0.0009,-0.6581,12.9906,-8.5937
2504,SPXd172670600.U,2026-04-17,CALL,7060,20,155.5,156.6,33,,146.75,2026-01-26,,120,0,13.8304,0.4671,0.0009,-1.4281,12.9873,6.827
2505,SPXp172670600.U,2026-04-17,PUT ,7060,17,197.1,198.2,19,,208.2,2026-01-26,,33,0,13.0223,-0.5365,0.0009,-0.6489,12.9771,-8.6725
2506,SPXd172670650.U,2026-04-17,CALL,7065,41,152.6,153.8,33,,144.05,2026-01-26,,36,0,13.7825,0.4626,0.0009,-1.4202,12.9742,6.7634
2507,SPXp172670650.U,2026-04-17,PUT ,7065,17,199.3,200.3,19,,210.45,2026-01-26,,5,0,12.9728,-0.5413,0.0009,-0.64,12.9617,-8.7516
2508,SPXd172670700.U,2026-04-17,CALL,7070,41,149.8,151.0,33,,141.35,2026-01-26,,44,0,13.7329,0.458,0.0009,-1.412,12.9593,6.6993
2509,SPXp172670700.U,2026-04-17,PUT ,7070,11,201.4,202.5,19,,212.7,2026-01-26,,22,0,12.9253,-0.5462,0.0009,-0.6311,12.9443,-8.831
2510,SPXd172670750.U,2026-04-17,CALL,7075,31,147.1,148.2,34,,138.65,2026-01-26,,542,18,13.6853,0.4534,0.0009,-1.4038,12.9426,6.6348
2511,SPXp172670750.U,2026-04-17,PUT ,7075,11,203.6,204.7,19,,215.0,2026-01-26,,64,0,12.872,-0.5511,0.0009,-0.6216,12.9247,-8.9113
2512,SPXd172670800.U,2026-04-17,CALL,7080,44,144.3,145.4,28,,136.05,2026-01-26,,606,0,13.632,0.4488,0.0009,-1.3949,12.924,6.5697
2513,SPXp172670800.U,2026-04-17,PUT ,7080,17,205.8,206.9,19,,217.3,2026-01-26,,26,0,12.8245,-0.556,0.0009,-0.6124,12.9031,-8.9916
2514,SPXd172670850.U,2026-04-17,CALL,7085,31,141.6,142.7,28,,133.45,2026-01-26,,45,0,13.5848,0.4441,0.0009,-1.3864,12.9036,6.5045
2515,SPXp172670850.U,2026-04-17,PUT ,7085,17,208.0,209.2,17,,219.6,2026-01-26,,0,0,12.7713,-0.561,0.0009,-0.6025,12.8792,-9.0728
